Address,USB0::0x2A8D::0x039B::CN60201260::0::INSTR,,
536,0.00350000010803,1.80904555321,2.49246263504
537,0.00359999993816,1.80904555321,2.49246263504
538,0.00370000000112,1.84924650192,2.49246263504
539,0.00380000006407,1.84924650192,2.49246263504
540,0.0038999998942,1.88944756985,2.49246263504
541,0.00400000018999,1.92964863777,2.49246263504
542,0.00410000002012,1.92964863777,2.49246263504
543,0.00419999985024,1.92964863777,2.53266382217
544,0.00430000014603,1.96984958649,2.49246263504
545,0.00439999997616,2.0100505352,2.49246263504
546,0.00449999980628,1.96984958649,2.49246263504
547,0.00460000010207,2.0100505352,2.53266382217
548,0.0046999999322,2.0100505352,2.49246263504
549,0.00480000022799,2.0100505352,2.49246263504
550,0.00490000005811,2.05025172234,2.45226168633
551,0.00499999988824,2.05025172234,2.49246263504
552,0.00510000018403,2.09045267105,2.49246263504
553,0.00520000001416,2.09045267105,2.45226168633
554,0.00529999984428,2.13065361977,2.49246263504
555,0.00540000014007,2.09045267105,2.49246263504
556,0.0054999999702,2.09045267105,2.49246263504
557,0.00559999980032,2.13065361977,2.49246263504
558,0.00570000009611,2.17085456848,2.49246263504
559,0.00579999992624,2.17085456848,2.49246263504
560,0.00590000022203,2.17085456848,2.45226168633
561,0.00600000005215,2.17085456848,2.53266382217
562,0.00609999988228,2.17085456848,2.53266382217
563,0.00620000017807,2.21105575562,2.49246263504
564,0.0063000000082,2.21105575562,2.49246263504
565,0.00639999983832,2.17085456848,2.49246263504
566,0.00650000013411,2.21105575562,2.49246263504
567,0.00659999996424,2.25125670433,2.49246263504
568,0.00669999979436,2.25125670433,2.49246263504
569,0.00680000009015,2.21105575562,2.49246263504
570,0.00689999992028,2.25125670433,2.49246263504
571,0.00700000021607,2.21105575562,2.49246263504
572,0.00710000004619,2.25125670433,2.49246263504
573,0.00719999987632,2.29145765305,2.45226168633
574,0.00730000017211,2.29145765305,2.49246263504
575,0.00740000000224,2.25125670433,2.49246263504
576,0.00749999983236,2.25125670433,2.49246263504
577,0.00760000012815,2.29145765305,2.49246263504
578,0.00769999995828,2.29145765305,2.49246263504
579,0.0077999997884,2.29145765305,2.53266382217
580,0.00789999961853,2.33165860176,2.49246263504
581,0.00800000037998,2.33165860176,2.49246263504
582,0.00810000021011,2.29145765305,2.53266382217
583,0.00820000004023,2.29145765305,2.49246263504
584,0.00829999987036,2.33165860176,2.49246263504
585,0.00839999970049,2.29145765305,2.49246263504
586,0.00850000046194,2.33165860176,2.49246263504
587,0.00860000029206,2.29145765305,2.53266382217
588,0.00870000012219,2.33165860176,2.49246263504
589,0.00879999995232,2.33165860176,2.49246263504
590,0.00889999978244,2.37185978889,2.49246263504
591,0.00899999961257,2.33165860176,2.49246263504
592,0.00910000037402,2.33165860176,2.49246263504
593,0.00920000020415,2.37185978889,2.49246263504
594,0.00930000003427,2.37185978889,2.49246263504
595,0.0093999998644,2.37185978889,2.49246263504
596,0.00949999969453,2.37185978889,2.53266382217
597,0.00960000045598,2.37185978889,2.49246263504
598,0.0097000002861,2.37185978889,2.49246263504
599,0.00980000011623,2.33165860176,2.49246263504
600,0.00989999994636,2.37185978889,2.49246263504
601,0.00999999977648,2.37185978889,2.49246263504
602,0.0100999996066,2.37185978889,2.53266382217
603,0.0102000003681,2.33165860176,2.49246263504
604,0.0103000001982,2.37185978889,2.53266382217
605,0.0104000000283,2.41206073761,2.49246263504
606,0.0104999998584,2.37185978889,2.49246263504
607,0.0105999996886,2.37185978889,2.53266382217
608,0.01070000045,2.37185978889,2.53266382217
609,0.0108000002801,2.37185978889,2.45226168633
610,0.0109000001103,2.41206073761,2.49246263504
611,0.0109999999404,2.41206073761,2.53266382217
612,0.0110999997705,2.41206073761,2.49246263504
613,0.0111999996006,2.37185978889,2.53266382217
614,0.0113000003621,2.41206073761,2.45226168633
615,0.0114000001922,2.41206073761,2.53266382217
616,0.0115000000224,2.37185978889,2.49246263504
617,0.0115999998525,2.37185978889,2.49246263504
618,0.0116999996826,2.41206073761,2.49246263504
619,0.0118000004441,2.41206073761,2.49246263504
620,0.0119000002742,2.37185978889,2.45226168633
621,0.0120000001043,2.29145765305,-2.33165860176
622,0.0120999999344,2.13065361977,-2.45226168633
623,0.0121999997646,1.96984958649,-2.53266382217
624,0.0122999995947,1.80904555321,-2.53266382217
625,0.0124000003561,1.64824151993,-2.53266382217
626,0.0125000001863,1.48743748665,-2.53266382217
627,0.0126000000164,1.32663345337,-2.53266382217
628,0.0126999998465,1.16582930088,-2.53266382217
629,0.0127999996766,1.0050252676,-2.53266382217
630,0.0129000004381,0.924623250961,-2.53266382217
631,0.0130000002682,0.804020226002,-2.53266382217
632,0.0131000000983,0.643216192722,-2.53266382217
633,0.0131999999285,0.522613167763,-2.53266382217
634,0.0132999997586,0.442211121321,-2.53266382217
635,0.0133999995887,0.321608096361,-2.53266382217
636,0.0135000003502,0.2010050565,-2.53266382217
637,0.0136000001803,0.120603039861,-2.49246263504
638,0.0137000000104,0.0402010120451,-2.53266382217
639,0.0137999998406,-0.0804020240903,-2.53266382217
640,0.0138999996707,-0.2010050565,-2.49246263504
641,0.0140000004321,-0.281407088041,-2.53266382217
642,0.0141000002623,-0.321608096361,-2.53266382217
643,0.0142000000924,-0.402010113001,-2.49246263504
644,0.0142999999225,-0.482412159443,-2.49246263504
645,0.0143999997526,-0.562814176083,-2.53266382217
646,0.0144999995828,-0.643216192722,-2.53266382217
647,0.0146000003442,-0.723618209362,-2.53266382217
648,0.0147000001743,-0.763819217682,-2.53266382217
649,0.0148000000045,-0.804020226002,-2.53266382217
650,0.0148999998346,-0.884422242641,-2.53266382217
651,0.0149999996647,-0.964824318886,-2.53266382217
652,0.0151000004262,-1.0050252676,-2.53266382217
653,0.0152000002563,-1.04522633553,-2.53266382217
654,0.0153000000864,-1.12562835217,-2.53266382217
655,0.0153999999166,-1.12562835217,-2.53266382217
656,0.0154999997467,-1.2060303688,-2.49246263504
657,0.0155999995768,-1.28643238544,-2.49246263504
658,0.0156999994069,-1.32663345337,-2.53266382217
659,0.0157999992371,-1.32663345337,-2.53266382217
660,0.0159000009298,-1.40703547001,-2.49246263504
661,0.01600000076,-1.40703547001,-2.53266382217
662,0.0161000005901,-1.44723641872,-2.53266382217
663,0.0162000004202,-1.48743748665,-2.53266382217
664,0.0163000002503,-1.52763843536,-2.49246263504
665,0.0164000000805,-1.56783950329,-2.53266382217
666,0.0164999999106,-1.608040452,-2.53266382217
667,0.0165999997407,-1.608040452,-2.49246263504
668,0.0166999995708,-1.68844246864,-2.49246263504
669,0.016799999401,-1.72864353657,-2.49246263504
670,0.0168999992311,-1.72864353657,-2.53266382217
671,0.0170000009239,-1.72864353657,-2.53266382217
672,0.017100000754,-1.76884448528,-2.49246263504
673,0.0172000005841,-1.76884448528,-2.49246263504
674,0.0173000004143,-1.80904555321,-2.49246263504
675,0.0174000002444,-1.84924650192,-2.53266382217
676,0.0175000000745,-1.84924650192,-2.53266382217
677,0.0175999999046,-1.88944756985,-2.49246263504
678,0.0176999997348,-1.88944756985,-2.49246263504
679,0.0177999995649,-1.92964863777,-2.49246263504
680,0.017899999395,-1.96984958649,-2.49246263504
681,0.0179999992251,-1.96984958649,-2.53266382217
682,0.0181000009179,-1.96984958649,-2.53266382217
683,0.018200000748,-2.0100505352,-2.53266382217
684,0.0183000005782,-2.0100505352,-2.49246263504
685,0.0184000004083,-2.05025172234,-2.49246263504
686,0.0185000002384,-2.05025172234,-2.53266382217
687,0.0186000000685,-2.05025172234,-2.49246263504
688,0.0186999998987,-2.05025172234,-2.49246263504
689,0.0187999997288,-2.09045267105,-2.49246263504
690,0.0188999995589,-2.13065361977,-2.53266382217
691,0.0189999993891,-2.13065361977,-2.53266382217
692,0.0190999992192,-2.13065361977,-2.49246263504
693,0.019200000912,-2.17085456848,-2.53266382217
694,0.0193000007421,-2.13065361977,-2.53266382217
695,0.0194000005722,-2.21105575562,-2.53266382217
696,0.0195000004023,-2.17085456848,-2.53266382217
697,0.0196000002325,-2.13065361977,-2.49246263504
698,0.0197000000626,-2.21105575562,-2.49246263504
699,0.0197999998927,-2.21105575562,-2.53266382217
700,0.0198999997228,-2.21105575562,-2.49246263504
701,0.019999999553,-2.25125670433,-2.49246263504
702,0.0200999993831,-2.21105575562,-2.49246263504
703,0.0201999992132,-2.25125670433,-2.49246263504
704,0.020300000906,-2.25125670433,-2.49246263504
705,0.0204000007361,-2.25125670433,-2.49246263504
706,0.0205000005662,-2.25125670433,-2.49246263504
707,0.0206000003964,-2.29145765305,-2.53266382217
708,0.0207000002265,-2.25125670433,-2.53266382217
709,0.0208000000566,-2.29145765305,-2.49246263504
710,0.0208999998868,-2.33165860176,-2.49246263504
711,0.0209999997169,-2.29145765305,-2.49246263504
712,0.021099999547,-2.29145765305,-2.53266382217
713,0.0211999993771,-2.33165860176,-2.49246263504
714,0.0212999992073,-2.29145765305,-2.49246263504
715,0.0214000009,-2.29145765305,-2.53266382217
716,0.0215000007302,-2.29145765305,-2.53266382217
717,0.0216000005603,-2.33165860176,-2.53266382217
718,0.0217000003904,-2.33165860176,-2.53266382217
719,0.0218000002205,-2.33165860176,-2.49246263504
720,0.0219000000507,-2.37185978889,-2.53266382217
721,0.0219999998808,-2.33165860176,-2.53266382217
722,0.0220999997109,-2.37185978889,-2.53266382217
723,0.022199999541,-2.37185978889,-2.53266382217
724,0.0222999993712,-2.37185978889,-2.49246263504
725,0.0223999992013,-2.37185978889,-2.53266382217
726,0.0225000008941,-2.37185978889,-2.49246263504
727,0.0226000007242,-2.37185978889,-2.49246263504
728,0.0227000005543,-2.37185978889,-2.49246263504
729,0.0228000003844,-2.37185978889,-2.53266382217
730,0.0229000002146,-2.41206073761,-2.53266382217
731,0.0230000000447,-2.37185978889,-2.53266382217
732,0.0230999998748,-2.41206073761,-2.49246263504
733,0.023199999705,-2.41206073761,-2.53266382217
734,0.0232999995351,-2.37185978889,-2.49246263504
735,0.0233999993652,-2.41206073761,-2.49246263504
736,0.0234999991953,-2.37185978889,-2.49246263504
737,0.0236000008881,-2.41206073761,-2.53266382217
738,0.0237000007182,-2.41206073761,-2.49246263504
739,0.0238000005484,-2.37185978889,-2.53266382217
740,0.0239000003785,-2.41206073761,-2.49246263504
741,0.0240000002086,-2.41206073761,-2.49246263504
742,0.0241000000387,-2.41206073761,-2.49246263504
743,0.0241999998689,-2.45226168633,-2.49246263504
744,0.024299999699,-2.41206073761,-2.53266382217
745,0.0243999995291,-2.41206073761,-2.53266382217
746,0.0244999993593,-2.41206073761,-2.49246263504
747,0.0245999991894,-2.37185978889,-2.49246263504
748,0.0247000008821,-2.45226168633,-2.49246263504
749,0.0248000007123,-2.41206073761,-2.53266382217
750,0.0249000005424,-2.41206073761,-2.53266382217
751,0.0250000003725,-2.41206073761,-2.49246263504
752,0.0251000002027,-2.41206073761,-2.49246263504
753,0.0252000000328,-2.45226168633,-2.49246263504
754,0.0252999998629,-2.41206073761,-2.49246263504
755,0.025399999693,-2.41206073761,-2.53266382217
756,0.0254999995232,-2.41206073761,-2.49246263504
757,0.0255999993533,-2.41206073761,-2.53266382217
758,0.0256999991834,-2.45226168633,-2.53266382217
759,0.0258000008762,-2.45226168633,-2.53266382217
760,0.0259000007063,-2.33165860176,2.33165860176
761,0.0260000005364,-2.13065361977,2.45226168633
762,0.0261000003666,-2.0100505352,2.45226168633
763,0.0262000001967,-1.80904555321,2.53266382217
764,0.0263000000268,-1.64824151993,2.53266382217
765,0.0263999998569,-1.48743748665,2.53266382217
766,0.0264999996871,-1.36683440208,2.53266382217
767,0.0265999995172,-1.24623131752,2.53266382217
768,0.0266999993473,-1.04522633553,2.49246263504
769,0.0267999991775,-0.924623250961,2.53266382217
770,0.0269000008702,-0.804020226002,2.49246263504
771,0.0270000007004,-0.723618209362,2.53266382217
772,0.0271000005305,-0.562814176083,2.53266382217
773,0.0272000003606,-0.482412159443,2.53266382217
774,0.0273000001907,-0.321608096361,2.49246263504
775,0.0274000000209,-0.241206079721,2.49246263504
776,0.027499999851,-0.120603039861,2.53266382217
777,0.0275999996811,-0.0804020240903,2.49246263504
778,0.0276999995112,0.0402010120451,2.53266382217
779,0.0277999993414,0.120603039861,2.53266382217
780,0.0278999991715,0.2010050565,2.49246263504
781,0.0280000008643,0.281407088041,2.49246263504
782,0.0281000006944,0.361809104681,2.49246263504
783,0.0282000005245,0.442211121321,2.49246263504
784,0.0283000003546,0.522613167763,2.49246263504
785,0.0284000001848,0.603015184402,2.49246263504
786,0.0285000000149,0.643216192722,2.53266382217
787,0.028599999845,0.723618209362,2.49246263504
788,0.0286999996752,0.804020226002,2.49246263504
789,0.0287999995053,0.844221234322,2.45226168633
790,0.0288999993354,0.964824318886,2.53266382217
791,0.0289999991655,0.964824318886,2.49246263504
792,0.0291000008583,1.0050252676,2.49246263504
793,0.0292000006884,1.04522633553,2.49246263504
794,0.0293000005186,1.08542728424,2.45226168633
795,0.0294000003487,1.16582930088,2.49246263504
796,0.0295000001788,1.2060303688,2.49246263504
797,0.0296000000089,1.24623131752,2.49246263504
798,0.0296999998391,1.28643238544,2.49246263504
799,0.0297999996692,1.36683440208,2.49246263504
800,0.0298999994993,1.36683440208,2.49246263504
801,0.0299999993294,1.40703547001,2.49246263504
802,0.0300999991596,1.44723641872,2.53266382217
803,0.0302000008523,1.48743748665,2.49246263504
804,0.0303000006825,1.52763843536,2.53266382217
805,0.0304000005126,1.56783950329,2.49246263504
806,0.0305000003427,1.56783950329,2.49246263504
807,0.0306000001729,1.608040452,2.53266382217
808,0.030700000003,1.64824151993,2.49246263504
809,0.0307999998331,1.68844246864,2.49246263504
810,0.0308999996632,1.72864353657,2.49246263504
811,0.0309999994934,1.72864353657,2.49246263504
812,0.0310999993235,1.76884448528,2.49246263504
813,0.0311999991536,1.76884448528,2.49246263504
814,0.0313000008464,1.80904555321,2.53266382217
815,0.0313999988139,1.84924650192,2.45226168633
816,0.0315000005066,1.84924650192,2.53266382217
817,0.0315999984741,1.92964863777,2.45226168633
818,0.0317000001669,1.88944756985,2.49246263504
819,0.0318000018597,1.92964863777,2.45226168633
820,0.0318999998271,1.92964863777,2.53266382217
821,0.0320000015199,1.92964863777,2.49246263504
822,0.0320999994874,1.96984958649,2.53266382217
823,0.0322000011802,1.96984958649,2.49246263504
824,0.0322999991477,2.0100505352,2.49246263504
825,0.0324000008404,2.0100505352,2.49246263504
826,0.0324999988079,2.0100505352,2.49246263504
827,0.0326000005007,2.05025172234,2.49246263504
828,0.0326999984682,2.05025172234,2.49246263504
829,0.0328000001609,2.05025172234,2.49246263504
830,0.0329000018537,2.09045267105,2.49246263504
831,0.0329999998212,2.09045267105,2.49246263504
832,0.033100001514,2.13065361977,2.49246263504
833,0.0331999994814,2.13065361977,2.49246263504
834,0.0333000011742,2.09045267105,2.49246263504
835,0.0333999991417,2.13065361977,2.49246263504
836,0.0335000008345,2.13065361977,2.53266382217
837,0.0335999988019,2.17085456848,2.49246263504
838,0.0337000004947,2.17085456848,2.49246263504
839,0.0337999984622,2.17085456848,2.49246263504
840,0.033900000155,2.21105575562,2.49246263504
841,0.0340000018477,2.13065361977,2.49246263504
842,0.0340999998152,2.21105575562,2.53266382217
843,0.034200001508,2.17085456848,2.49246263504
844,0.0342999994755,2.21105575562,2.45226168633
845,0.0344000011683,2.21105575562,2.49246263504
846,0.0344999991357,2.25125670433,2.53266382217
847,0.0346000008285,2.21105575562,2.53266382217
848,0.034699998796,2.25125670433,2.49246263504
849,0.0348000004888,2.25125670433,2.49246263504
850,0.0348999984562,2.25125670433,2.53266382217
851,0.035000000149,2.25125670433,2.49246263504
852,0.0351000018418,2.25125670433,2.49246263504
853,0.0351999998093,2.29145765305,2.53266382217
854,0.035300001502,2.29145765305,2.49246263504
855,0.0353999994695,2.29145765305,2.49246263504
856,0.0355000011623,2.29145765305,2.49246263504
857,0.0355999991298,2.29145765305,2.53266382217
858,0.0357000008225,2.29145765305,2.53266382217
859,0.03579999879,2.33165860176,2.49246263504
860,0.0359000004828,2.29145765305,2.49246263504
861,0.0359999984503,2.33165860176,2.45226168633
862,0.0361000001431,2.33165860176,2.49246263504
863,0.0362000018358,2.33165860176,2.49246263504
864,0.0362999998033,2.37185978889,2.49246263504
865,0.0364000014961,2.33165860176,2.45226168633
866,0.0364999994636,2.33165860176,2.49246263504
867,0.0366000011563,2.33165860176,2.49246263504
868,0.0366999991238,2.37185978889,2.49246263504
869,0.0368000008166,2.33165860176,2.49246263504
870,0.0368999987841,2.33165860176,2.45226168633
871,0.0370000004768,2.37185978889,2.49246263504
872,0.0370999984443,2.37185978889,2.53266382217
873,0.0372000001371,2.33165860176,2.49246263504
874,0.0373000018299,2.33165860176,2.49246263504
875,0.0373999997973,2.33165860176,2.49246263504
876,0.0375000014901,2.33165860176,2.49246263504
877,0.0375999994576,2.37185978889,2.49246263504
878,0.0377000011504,2.37185978889,2.49246263504
879,0.0377999991179,2.33165860176,2.49246263504
880,0.0379000008106,2.37185978889,2.53266382217
881,0.0379999987781,2.37185978889,2.49246263504
882,0.0381000004709,2.37185978889,2.49246263504
883,0.0381999984384,2.37185978889,2.53266382217
884,0.0383000001311,2.37185978889,2.49246263504
885,0.0384000018239,2.37185978889,2.49246263504
886,0.0384999997914,2.41206073761,2.49246263504
887,0.0386000014842,2.37185978889,2.49246263504
888,0.0386999994516,2.37185978889,2.53266382217
889,0.0388000011444,2.41206073761,2.53266382217
890,0.0388999991119,2.41206073761,2.53266382217
891,0.0390000008047,2.41206073761,2.49246263504
892,0.0390999987721,2.37185978889,2.49246263504
893,0.0392000004649,2.41206073761,2.49246263504
894,0.0392999984324,2.37185978889,2.49246263504
895,0.0394000001252,2.37185978889,2.49246263504
896,0.0395000018179,2.41206073761,2.49246263504
897,0.0395999997854,2.41206073761,2.49246263504
898,0.0397000014782,2.41206073761,2.53266382217
899,0.0397999994457,2.29145765305,-2.37185978889
900,0.0399000011384,2.09045267105,-2.45226168633
901,0.0399999991059,1.92964863777,-2.53266382217
902,0.0401000007987,1.72864353657,-2.53266382217
903,0.0401999987662,1.56783950329,-2.53266382217
904,0.040300000459,1.44723641872,-2.49246263504
905,0.0403999984264,1.28643238544,-2.53266382217
906,0.0405000001192,1.12562835217,-2.53266382217
907,0.040600001812,1.0050252676,-2.53266382217
908,0.0406999997795,0.884422242641,-2.57286477089
909,0.0408000014722,0.763819217682,-2.53266382217
910,0.0408999994397,0.643216192722,-2.53266382217
911,0.0410000011325,0.522613167763,-2.49246263504
912,0.0410999991,0.442211121321,-2.53266382217
913,0.0412000007927,0.321608096361,-2.57286477089
914,0.0412999987602,0.160804048181,-2.49246263504
915,0.041400000453,0.120603039861,-2.53266382217
916,0.0414999984205,0,-2.49246263504
917,0.0416000001132,-0.0804020240903,-2.49246263504
918,0.041700001806,-0.160804048181,-2.53266382217
919,0.0417999997735,-0.281407088041,-2.53266382217
920,0.0419000014663,-0.321608096361,-2.53266382217
921,0.0419999994338,-0.442211121321,-2.53266382217
922,0.0421000011265,-0.482412159443,-2.49246263504
923,0.042199999094,-0.562814176083,-2.53266382217
924,0.0423000007868,-0.643216192722,-2.53266382217
925,0.0423999987543,-0.723618209362,-2.53266382217
926,0.042500000447,-0.804020226002,-2.53266382217
927,0.0425999984145,-0.804020226002,-2.53266382217
928,0.0427000001073,-0.924623250961,-2.49246263504
929,0.0428000018001,-0.964824318886,-2.53266382217
930,0.0428999997675,-1.0050252676,-2.49246263504
931,0.0430000014603,-1.04522633553,-2.49246263504
932,0.0430999994278,-1.12562835217,-2.49246263504
933,0.0432000011206,-1.16582930088,-2.49246263504
934,0.043299999088,-1.2060303688,-2.53266382217
935,0.0434000007808,-1.28643238544,-2.53266382217
936,0.0434999987483,-1.28643238544,-2.49246263504
937,0.0436000004411,-1.36683440208,-2.53266382217
938,0.0436999984086,-1.36683440208,-2.53266382217
939,0.0438000001013,-1.44723641872,-2.49246263504
940,0.0439000017941,-1.48743748665,-2.49246263504
941,0.0439999997616,-1.48743748665,-2.49246263504
942,0.0441000014544,-1.56783950329,-2.49246263504
943,0.0441999994218,-1.56783950329,-2.53266382217
944,0.0443000011146,-1.608040452,-2.49246263504
945,0.0443999990821,-1.608040452,-2.53266382217
946,0.0445000007749,-1.68844246864,-2.49246263504
947,0.0445999987423,-1.68844246864,-2.45226168633
948,0.0447000004351,-1.68844246864,-2.53266382217
949,0.0447999984026,-1.72864353657,-2.49246263504
950,0.0449000000954,-1.76884448528,-2.49246263504
951,0.0450000017881,-1.80904555321,-2.49246263504
952,0.0450999997556,-1.84924650192,-2.49246263504
953,0.0452000014484,-1.84924650192,-2.53266382217
954,0.0452999994159,-1.88944756985,-2.53266382217
955,0.0454000011086,-1.88944756985,-2.49246263504
956,0.0454999990761,-1.92964863777,-2.53266382217
957,0.0456000007689,-1.92964863777,-2.49246263504
958,0.0456999987364,-1.96984958649,-2.53266382217
959,0.0458000004292,-1.96984958649,-2.53266382217
960,0.0458999983966,-1.96984958649,-2.53266382217
961,0.0460000000894,-2.0100505352,-2.53266382217
962,0.0461000017822,-2.05025172234,-2.53266382217
963,0.0461999997497,-2.0100505352,-2.49246263504
964,0.0463000014424,-2.05025172234,-2.53266382217
965,0.0463999994099,-2.05025172234,-2.53266382217
966,0.0465000011027,-2.09045267105,-2.53266382217
967,0.0465999990702,-2.09045267105,-2.49246263504
968,0.0467000007629,-2.13065361977,-2.53266382217
969,0.0467999987304,-2.13065361977,-2.53266382217
970,0.0469000004232,-2.13065361977,-2.49246263504
971,0.0469999983907,-2.17085456848,-2.49246263504
972,0.0471000000834,-2.13065361977,-2.53266382217
973,0.0472000017762,-2.17085456848,-2.53266382217
974,0.0472999997437,-2.17085456848,-2.53266382217
975,0.0474000014365,-2.21105575562,-2.49246263504
976,0.047499999404,-2.21105575562,-2.53266382217
977,0.0476000010967,-2.21105575562,-2.53266382217
978,0.0476999990642,-2.21105575562,-2.49246263504
979,0.047800000757,-2.21105575562,-2.49246263504
980,0.0478999987245,-2.25125670433,-2.53266382217
981,0.0480000004172,-2.25125670433,-2.49246263504
982,0.0480999983847,-2.25125670433,-2.49246263504
983,0.0482000000775,-2.25125670433,-2.49246263504
984,0.0483000017703,-2.29145765305,-2.49246263504
985,0.0483999997377,-2.29145765305,-2.49246263504
986,0.0485000014305,-2.29145765305,-2.49246263504
987,0.048599999398,-2.29145765305,-2.49246263504
988,0.0487000010908,-2.33165860176,-2.53266382217
989,0.0487999990582,-2.29145765305,-2.49246263504
990,0.048900000751,-2.29145765305,-2.53266382217
991,0.0489999987185,-2.29145765305,-2.49246263504
992,0.0491000004113,-2.29145765305,-2.53266382217
993,0.0491999983788,-2.37185978889,-2.49246263504
994,0.0493000000715,-2.33165860176,-2.49246263504
995,0.0494000017643,-2.33165860176,-2.49246263504
996,0.0494999997318,-2.37185978889,-2.49246263504
997,0.0496000014246,-2.33165860176,-2.53266382217
998,0.049699999392,-2.37185978889,-2.49246263504
999,0.0498000010848,-2.33165860176,-2.53266382217
1000,0.0498999990523,-2.33165860176,-2.53266382217
